error,id,stage,status
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FQwen3-VL-235B-A22B-Instruct-GGUF (Request ID: Root=1-6a25f670-00b46551114d95c626f13166;35a5d7c0-72c8-4fc7-b7a7-b2214a334929)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Qwen3-VL-235B-A22B-Instruct-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FQwen3-VL-2B-Instruct-GGUF (Request ID: Root=1-6a25f670-16671a2c0c2568e02d7fb7e7;c3529e74-965a-4d04-9b11-f870bca2ec6f)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Qwen3-VL-2B-Instruct-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FQwen3-VL-30B-A3B-Thinking (Request ID: Root=1-6a25f670-3703ba7564b0687144ca1cac;ea96909d-0234-41e3-863d-03c4b0017ca9)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Qwen3-VL-30B-A3B-Thinking,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FQwen3-VL-30B-A3B-Thinking-FP8 (Request ID: Root=1-6a25f670-1745f39977895f4b1001a9a9;5e44a0e1-01a3-4b86-ad04-1c40c12fa8c6)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Qwen3-VL-30B-A3B-Thinking-FP8,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FQwen3-VL-32B-Thinking-GGUF (Request ID: Root=1-6a25f671-7809458374be0f7e50620d12;9596cf10-0196-4975-97cb-7ee7c6f126ca)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Qwen3-VL-32B-Thinking-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FQwen3-VL-8B-Instruct-GGUF (Request ID: Root=1-6a25f671-7ac4fe43726a4aaa17ef96f3;99386c4a-ef6d-40c7-aba5-66792230d681)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Qwen3-VL-8B-Instruct-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FQwen3-VL-8B-Thinking-bnb-4bit (Request ID: Root=1-6a25f671-6255226f6b5f42534037dea5;9fb7c421-cf8e-49d6-8a55-3286abc1fcc9)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Qwen3-VL-8B-Thinking-bnb-4bit,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2Fc4ai-command-r-08-2024-bnb-4bit (Request ID: Root=1-6a25f672-2ddc7c6a212dd78740909e46;c25c7095-7ba9-4ae1-b7a4-e0e737925564)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/c4ai-command-r-08-2024-bnb-4bit,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2Fc4ai-command-r-plus-08-2024 (Request ID: Root=1-6a25f672-40622c0c110c9ce2583a6abb;fdb0c44b-12ca-4221-aa76-8eafe663269c)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/c4ai-command-r-plus-08-2024,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2Fgranite-4.0-h-micro-base (Request ID: Root=1-6a25f672-278b7d2c16cb829d2e825f7c;0d869ac5-8384-4322-9e18-27dddce90d9e)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/granite-4.0-h-micro-base,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2Fgranite-4.0-h-micro-base-bnb-4bit (Request ID: Root=1-6a25f672-55c25a4420391169120c413c;b635658e-f701-48b0-afa4-488454292829)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/granite-4.0-h-micro-base-bnb-4bit,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2Fgranite-4.0-h-small-base (Request ID: Root=1-6a25f673-113b2fa905bc590371408d61;9a3a7e3e-7c15-444c-a132-28927ca213da)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/granite-4.0-h-small-base,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2Fgranite-4.0-h-tiny (Request ID: Root=1-6a25f673-3a8fb6563bc9c20c2a632c32;1bdd9f76-fae9-49b1-8f35-022f9e7bb06a)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/granite-4.0-h-tiny,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2Fgranite-4.0-micro-base (Request ID: Root=1-6a25f673-03915f0b593348715da31aa3;15fd8be4-c8ae-4e88-be51-4fa609ec1ab0)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/granite-4.0-micro-base,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2Fphi-4 (Request ID: Root=1-6a25f674-43147da3660951957f01dd4d;0246e526-d9c7-4491-b443-63fcd4dd5045)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/phi-4,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2Frnj-1-instruct-GGUF (Request ID: Root=1-6a25f674-60336e24453e05823a6c3e46;8bcd40b6-8f24-41a0-a578-3b6bf57b5646)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/rnj-1-instruct-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=uukuguy%2Fspeechless-code-mistral-7b-v1.0 (Request ID: Root=1-6a25f674-22a56726202eb3b37bbaa519;d0bd70ac-cd3f-4236-bda2-2b14543765e8)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",uukuguy/speechless-code-mistral-7b-v1.0,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=uukuguy%2Fspeechless-code-mistral-7b-v2.0 (Request ID: Root=1-6a25f674-453aaa2158b4c5957688f622;6e3d56d8-e87a-48e9-a841-ad90dca1c5b5)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",uukuguy/speechless-code-mistral-7b-v2.0,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=uukuguy%2Fspeechless-codellama-34b-v2.0 (Request ID: Root=1-6a25f675-77a5f4fe44a51098382d841f;ae1ebddb-62dd-4499-92ac-b67a515babac)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",uukuguy/speechless-codellama-34b-v2.0,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=uukuguy%2Fspeechless-coding-7b-16k-tora (Request ID: Root=1-6a25f675-5eae45a17c8b3b786f6f83de;145e9d75-cb23-469c-adc4-2300c17789ce)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",uukuguy/speechless-coding-7b-16k-tora,space_by_model,error
w3: exceeded retry budget for https://huggingface.co/api/collections/Greythe7th/localai-6973e19519551f6faff75283,Greythe7th/localai-6973e19519551f6faff75283,collection,error
w0: exceeded retry budget for https://huggingface.co/api/collections/The14thPrime/research-689ed647d718d1ba4a784f0f,The14thPrime/research-689ed647d718d1ba4a784f0f,collection,error
w1: exceeded retry budget for https://huggingface.co/api/collections/grannygoestoheaven/educational-models-67b5dccf7091b54e235d67a4,grannygoestoheaven/educational-models-67b5dccf7091b54e235d67a4,collection,error
w2: exceeded retry budget for https://huggingface.co/api/collections/prithivMLmods/optimus-reasoning-67a10fe20e5fd8baf5416c40,prithivMLmods/optimus-reasoning-67a10fe20e5fd8baf5416c40,collection,error
w3: exceeded retry budget for https://huggingface.co/api/collections/tomtony12/for-nxp-imx8-boards-68768a9e90b25511142ec54f,tomtony12/for-nxp-imx8-boards-68768a9e90b25511142ec54f,collection,error
,0000.00000,paper_info,not_found
,2401.00000,paper_info,not_found
