entity_id,entity_type,issues,status
DeepBrainz/DeepBrainz-R1-0.6B-v2,Model,user_published_model;model_defined_for,ok
juanmcristobal/e5-large-v2-mitre,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
fyp-buglens/VideoGameReviews-ActionWhenNotAllowed-BERT,Model,user_published_model,ok
TobDeBer/Qwen3-0.6B-Hirma,Model,user_published_model;model_defined_for;model_cites_paper,ok
unsloth/GLM-4.6-REAP-268B-A32B-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
deepkick/qwen3-4b-advanced-v0-baseline,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
describeai/gemini,Model,created_user_node;user_published_model,ok
Ch333tah/modernbert-finqalab-embeddings,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_cites_paper;model_cites_paper,ok
aiXcoder/aixcoder-7b-base,Model,user_published_model;model_defined_for,ok
unsloth/granite-4.0-h-small-FP8-Dynamic,Model,user_published_model;model_defined_for;model_cites_paper,ok
Zen0/Vulnerable-Edu-Qwen3B,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
ThoughtFocusAI/CodeGeneration-CodeT5-base,Model,created_user_node;user_published_model;created_dataset_stub;model_trained_on,ok
BenevolenceMessiah/Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
timothy097/Qwen2.5-Coder-1.5B-Instruct,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
cwndrohan/final-fine-tuned-sas-model,Model,created_user_node;user_published_model,ok
suayptalha/Maestro-R1-Llama-8B,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_cites_paper,ok
AMaslovskyi/qwen-devops-foundation-lora,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on,ok
mrm8488/mamba-coder,Model,user_published_model;model_defined_for;model_trained_on,ok
RichardErkhov/meta-llama_-_CodeLlama-7b-Instruct-hf-gguf,Model,user_published_model;model_cites_paper,ok
JetBrains-Research/OpenCoder-1.5B-Declarations-Py,Model,user_published_model;model_defined_for;model_cites_paper,ok
mradermacher/zen4-coder-pro-i1-GGUF,Model,user_published_model;model_defined_for,ok
ramgpt/ramgpt-13b,Model,created_user_node;user_published_model;model_defined_for;model_trained_on,ok
fred-baseten/phi-4-seq,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
openvoid/Prox-Llama-3-8B-abliterated,Model,user_published_model;model_defined_for,ok
cyankiwi/Qwen3-4B-Thinking-2507-AWQ-4bit,Model,user_published_model;model_defined_for;model_cites_paper,ok
mradermacher/Qwen3-6B-Almost-Human-XMEN-X4-X2-X1-Dare-e32-GGUF,Model,user_published_model;model_trained_on,ok
RichardErkhov/HridaAI_-_Hrida-T2SQL-3B-128k-V0.1-8bits,Model,user_published_model,ok
DavidAU/Qwen3.5-40B-Claude-4.5-Opus-High-Reasoning-Thinking,Model,user_published_model;model_defined_for;model_trained_on,ok
arcee-ai/Arcee-Nova,Model,user_published_model;model_defined_for,ok
vtriple/Llama-3.1-8B-yara,Model,created_user_node;user_published_model,ok
dongbobo/workspace-snapshot-d60140a3,Model,user_published_model,ok
Drjkedwards/AdaptivePersistentMemory,Model,created_user_node;user_published_model,ok
RichardErkhov/tokyotech-llm_-_Llama-3-Swallow-8B-Instruct-v0.1-gguf,Model,user_published_model,ok
Locutusque/NeuralHyperion-Medium-Preview,Model,user_published_model;model_defined_for,ok
LeviDeHaan/SecInt-SmolLM2-360M-nginx,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
SYSUSELab/DCS-Mistral-7B-It-SupCon-CSN,Model,user_published_model;model_cites_paper;model_cites_paper,ok
blockblockblock/TableLLM-13b-bpw2.5,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
morganstanley/qqWen-14B-pretrain,Model,user_published_model;model_defined_for;model_cites_paper,ok
tripincloud/Cloud-Coder-7B-R,Model,created_user_node;user_published_model,ok
aayanmishra-ml/Atlas-Pro-1.5B-Preview-GGUF,Model,user_published_model;model_trained_on;model_trained_on,ok
likhonhfai/mysterious-coding-model,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
ClueAI/ChatYuan-large-v2-paddle,Model,user_published_model,ok
locainf/Qwen2.5-Coder-1.5B-rk3588-1.1.2,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
TheBloke/bloomz-176B-GPTQ,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
alphaoumardev/Llama3-8B-noryu,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_cites_paper,ok
morganstanley/qqWen-72B-RL,Model,user_published_model;model_defined_for;model_cites_paper,ok
uukuguy/speechless-codellama-platypus-13b,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
refactai/Refact-1_6-base,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
Userb1az/Qwen3-32B-GGUF,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
jumplander/jumplander-mini-lm-v1,Model,user_published_model;created_dataset_stub;model_trained_on,ok
TheBloke/CodeLlama-34B-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
Sameer-Handsome173/qwen_model_1.5coder,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
study-hjt/CodeQwen1.5-7B-Chat-GPTQ-Int8,Model,user_published_model;model_defined_for;model_cites_paper,ok
zhw798142627/all-MiniLM-L6-v2,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
neutrino12/tensorstax-sft-unsloth-32b-lora32-3020,Model,user_published_model;model_defined_for,ok
tryumanshow/Qwen3-14B-no-think,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
Translsis/qwen3-4b-thinking-2507-model,Model,user_published_model;model_defined_for;model_cites_paper,ok
ajibawa-2023/Code-33B,Model,user_published_model;model_defined_for;model_trained_on,ok
RichardErkhov/Replete-AI_-_Qwen2-1.5b-Instruct-Replete-Adapted-gguf,Model,user_published_model,ok
LovelyBuggies/2xQwen2.5-Coder-3B-Ettin-Main,Model,created_user_node;user_published_model;model_defined_for,ok
marcsun13/phi-4-bnb-4bit,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
LoupGarou/deepseek-coder-33b-instruct-pythagora-gguf,Model,user_published_model,ok
Xenova/sweep-next-edit-1.5B,Model,user_published_model;model_defined_for,ok
pL-Community/Qwen2.5-Coder-7B-Instruct-FP8-Dynamic,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
kunjcr2/stackoverflow-flan-finetune,Model,created_user_node;user_published_model;created_dataset_stub;model_trained_on;model_cites_paper,ok
unsloth/Qwen3-VL-235B-A22B-Instruct-GGUF,Model,user_published_model;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
prithivMLmods/Sombrero-QwQ-32B-Elite9,Model,user_published_model;model_defined_for,ok
kaiiddo/A3ON-1B,Model,user_published_model;model_defined_for,ok
srswti/bodega-centenario-21b-mxfp4,Model,user_published_model,ok
Mungert/nomic-embed-code-GGUF,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper,ok
RedHatAI/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w8a8,Model,user_published_model;model_defined_for;model_cites_paper,ok
JoanWaweru/Code-SwitchedSentimentAnalysis,Model,created_user_node;user_published_model,ok
Tharun007/qwen2-7b-code,Model,created_user_node;user_published_model,ok
DavidAU/OpenAi-GPT-oss-20b-MODERATE-uncensored-NEO-Imatrix-gguf,Model,user_published_model;model_defined_for,ok
sumgai/Mistral-Magistral-Devstral-Instruct-FUSED-CODER-Reasoning-36B-Q8_0-GGUF,Model,user_published_model;model_defined_for,ok
08210821iy/Qwen3-4B-Coder,Model,created_user_node;user_published_model;model_defined_for,ok
nitky/FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-ABEJA-32B-Preview,Model,user_published_model;model_defined_for;model_cites_paper,ok
mradermacher/Qwen3-Almost-Human-Y1-7B-i1-GGUF,Model,user_published_model;model_trained_on,ok
ThomasBaruzier/Qwen2.5-Coder-32B-Instruct-EXL2,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
MyeongHo0621/eeve-vss-smh-bnb-4bit,Model,user_published_model;model_defined_for,ok
MaziyarPanahi/calme-2.1-llama3.1-70b,Model,user_published_model;model_defined_for;model_trained_on,ok
S-Dreamer/PyCodeT5,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on,ok
drewli20200316/qwen3-4b-base,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
mradermacher/Qwen3-53B-A3B-2507-TOTAL-RECALL-v2-MASTER-CODER-i1-GGUF,Model,user_published_model,ok
tripolskypetr/command_a_gguf,Model,created_user_node;user_published_model;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on,ok
jncraton/codet5p-770m-py-ct2-int8,Model,user_published_model;model_cites_paper,ok
berhaan/kumru-2b-codealpaca,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
prithivMLmods/Hermes-3-Llama-3.2-3B-f32-GGUF,Model,user_published_model;model_defined_for,ok
Swarnimm22HF/ai-code-review-tinyllama,Model,created_user_node;user_published_model,ok
unsloth/granite-4.0-h-small-base,Model,user_published_model,ok
prithivMLmods/Calcium-Opus-14B-Elite2-R1,Model,user_published_model;model_defined_for,ok
mlx-community/gemma-2b-coder,Model,user_published_model;model_defined_for;model_trained_on,ok
dongbobo/benchmark-submission-20260127-085435,Model,user_published_model,ok
quim-motger/t-frex-xlnet-base-cased,Model,user_published_model;model_defined_for;model_cites_paper,ok
prithivMLmods/QwQ-MathOct-7B,Model,user_published_model;model_defined_for,ok
srswti/axe-turbo-1b,Model,user_published_model,ok
Mungert/OpenReasoning-Nemotron-32B-GGUF,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
SirWaffle/codegen-350M-multi-onnx,Model,created_user_node;user_published_model;model_defined_for,ok
ishorn5/RTLCoder-v1.1,Model,user_published_model;model_defined_for;model_cites_paper,ok
JetBrains-Research/OpenCoder-1.5B-Half-Memory-Py,Model,user_published_model;model_defined_for;model_cites_paper,ok
Thireus/Kimi-K2.5-THIREUS-IQ1_KT-SPECIAL_SPLIT,Model,user_published_model;model_cites_paper,ok
RichardErkhov/RUCKBReasoning_-_TableLLM-7b-gguf,Model,user_published_model;model_cites_paper,ok
mradermacher/Qwen3-ST-The-Next-Generation-II-v1-256k-ctx-6B-i1-GGUF,Model,user_published_model;model_trained_on,ok
introvoyz041/Qwen3-MOE-2x8B-TNG-Deckard-Beta-16B-qx64-hi-mlx-mlx-6Bit,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on,ok
TheBloke/Pandalyst_13B_V1.0-GPTQ,Model,user_published_model;model_defined_for,ok
Lazyhope/RepoSim,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
Tesslate/UIGEN-T1-7B-q8_0-GGUF,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
RichardErkhov/MadMarx37_-_deepseek-coder-1.3b-python-peft-awq,Model,user_published_model,ok
qyliang/DivoT5-220M,Model,created_user_node;user_published_model;created_paper_stub;model_cites_paper,ok
morganstanley/qqWen-32B-SFT,Model,user_published_model;model_defined_for;model_cites_paper,ok
remyxai/SpaceQwen3-VL-2B-Thinking,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper;model_cites_paper,ok
hwding/forge-coder-qwen-v1.21.11-merged,Model,user_published_model;model_defined_for;model_trained_on,ok
brianknowsai/Brian-Llama-3.2-3B,Model,created_user_node;user_published_model;model_defined_for,ok
thuniverse-ai/SiliconMind-V1-Qwen3-4B-T-2507-GGUF,Model,user_published_model;model_defined_for,ok
Mungert/granite-4.0-1b-GGUF,Model,user_published_model;model_cites_paper,ok
SaffalPoosh/system_design_expert,Model,created_user_node;user_published_model;model_defined_for,ok
mradermacher/Llama-3.2-PKD-Deckard-Almost-Human-abliterated-uncensored-7B-i1-GGUF,Model,user_published_model;model_trained_on,ok
ZeroXClem/Llama-3.1-8B-AthenaSky-MegaMix,Model,user_published_model;model_defined_for,ok
mangsense/codebert_java,Model,created_user_node;user_published_model;model_defined_for,ok
ammarnasr/codegen-350M-mono-java,Model,user_published_model;model_defined_for;model_trained_on,ok
cmp-nct/Qwen3-8B-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
jackcloudman/Qwen3-Next-80B-A3B-Thinking-GGUF,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
sarayoot/Qwen3-1.7B-Base,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
ed001/datagemma-2b,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
AlphaGaO/Deepseek-Coder-V2-Lite-Instruct-Fused-2E-2B-preview,Model,user_published_model;model_defined_for;model_cites_paper,ok
CISCai/Qwen2.5-Coder-0.5B-Instruct-SOTA-GGUF,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper;model_cites_paper,ok
ed001/datascience-coder-6.7b,Model,user_published_model;model_defined_for;model_trained_on,ok
RichardErkhov/ibm-granite_-_granite-34b-code-instruct-8k-gguf,Model,user_published_model;model_cites_paper,ok
nightmedia/Qwen3-42B-A3B-Spock-Brutal-Recall-Instruct-qx86-hi-mlx,Model,user_published_model;model_defined_for,ok
arnomatic/Qwen3-0.6B-heretic,Model,user_published_model;model_defined_for;model_cites_paper,ok
wdfshit/Phi-3.5-vision-instruct,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
CometAPI/Claude_Sonnet4,Model,user_published_model,ok
jie-jw-wu/clarify-coder,Model,created_user_node;user_published_model;created_paper_stub;model_cites_paper,ok
koesn/Hermes-3-Llama-3.1-8B-GGUF,Model,user_published_model;model_cites_paper,ok
gary109/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
CultriX/CultriX-MoE-Model,Model,user_published_model;model_defined_for,ok
pranavkarra/moe-5l-total-arxiv-code-simplestories,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on,ok
kushwanth7/llama-70b-manim-lora,Model,created_user_node;user_published_model,ok
whotookmycookie/LLSec,Model,created_user_node;user_published_model,ok
JetBrains-Research/OpenCoder-1.5B-Lines-IoU-Py,Model,user_published_model;model_defined_for;model_cites_paper,ok
Locutusque/NeuralHyperion-2.0-Mistral-7B,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on,ok
chenzs/all-MiniLM-L6-v2,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
cdreetz/Qwen3-VL-8B-Instruct,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
StringChaos/R2E-TestgenAgent,Model,created_user_node;user_published_model;model_cites_paper,ok
SOTAagi2030/MyAwesomeModel-Release,Model,user_published_model;model_defined_for,ok
deepseek-ai/DeepSeek-Coder-V2-Base,Model,user_published_model;model_defined_for;model_cites_paper,ok
AlphaGaO/UIGEN-T3-4B-Preview-MAX-GPTQ,Model,user_published_model;model_defined_for,ok
SVECTOR-CORPORATION/Theta-35,Model,created_user_node;user_published_model;model_defined_for,ok
m0feng/Qwen2.5-Coder-3B-Instruct-llmhoneypot,Model,created_user_node;user_published_model;created_dataset_stub;model_trained_on;model_cites_paper;model_cites_paper,ok
SoarAILabs/breeze-3b,Model,created_user_node;user_published_model;model_defined_for,ok
DavidAU/OpenAi-GPT-oss-20b-HERETIC-uncensored-NEO-Imatrix-gguf,Model,user_published_model;model_defined_for,ok
zhaospei/Model_19,Model,created_user_node;user_published_model,ok
LiteLLMs/Phi-3-mini-128k-instruct-GGUF,Model,user_published_model;model_defined_for,ok
RichardErkhov/ibm-granite_-_granite-8b-code-instruct-4k-gguf,Model,user_published_model;model_cites_paper,ok
askalgore/phi-4-heretic,Model,user_published_model;model_defined_for;model_cites_paper,ok
oroboros-labs/aion-30gb,Model,created_user_node;user_published_model;model_defined_for,ok
shailja/fine-tuned-codegen-2B-Verilog,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
TheBloke/phi-2-electrical-engineering-GGUF,Model,user_published_model;model_trained_on;model_trained_on,ok
Wannita/baseline_codecompletion,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper,ok
Thang203/china-only-mar11Top10,Model,user_published_model;model_defined_for,ok
Bowen232/LongDPO,Model,user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
Intel/phi-2-ov-quantized,Model,user_published_model;model_defined_for,ok
JimmyFoxx/Qwen3-30B-A3B-Instruct-2507-SAT-FP8-Dynamic,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
Mungert/DiffuCoder-7B-cpGRPO-GGUF,Model,user_published_model;model_cites_paper,ok
jblitzar/code-completion,Model,created_user_node;user_published_model;created_paper_stub;model_cites_paper,ok
brittlewis12/OpenCodeInterpreter-DS-1.3B-GGUF,Model,user_published_model;model_defined_for,ok
Sweaterdog/GRaPE-Mini-Beta,Model,created_user_node;user_published_model;model_defined_for,ok
mradermacher/Qwen2.5-Wolverine-CODER-11B-V2-128k-ctx-GGUF,Model,user_published_model,ok
JetBrains-Research/OpenCoder-1.5B-Lines-IoU-Py-Reversed,Model,user_published_model;model_defined_for;model_cites_paper,ok
claudios/unixcoder-base,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
ArliAI/GLM-4.6-REAP-218B-A32B-Derestricted-FP8,Model,user_published_model;model_defined_for;model_cites_paper,ok
ZuzeTt/granite-4.0-h-tiny-imatrix-GGUF,Model,user_published_model;model_cites_paper,ok
RichardErkhov/TechxGenus_-_CursorCore-QW2.5-1.5B-gguf,Model,user_published_model;model_defined_for;model_cites_paper,ok
RichardErkhov/LLM4Binary_-_llm4decompile-6.7b-v1.5-4bits,Model,user_published_model,ok
llm-jp/llm-jp-3-172b-instruct3,Model,user_published_model;model_defined_for,ok
mradermacher/Qwen3-SG1-256k-ctx-6B-i1-GGUF,Model,user_published_model,ok
RichardErkhov/BSC-LT_-_salamandra-7b-instruct-gguf,Model,user_published_model;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
WinkingFace/Mit-ThinkDeeply-0.5B,Model,created_user_node;user_published_model,ok
p-e-w/phi-4-heretic,Model,user_published_model;model_defined_for;model_cites_paper,ok
darkbit1001/Qwen2.5-Coder-3B-Instruct-rk3588-1.1.2,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
morganstanley/qqWen-1.5B-Pretrain,Model,user_published_model;model_defined_for;model_cites_paper,ok
prithivMLmods/PyThagorean-Tiny,Model,user_published_model;model_defined_for;model_trained_on,ok
MaziyarPanahi/speechless-mistral-six-in-one-7b-orth-1.0-Mistral-7B-Instruct-v0.1-GGUF,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper,ok
roleplaiapp/glm-air,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
cerebras/Qwen3-Coder-REAP-246B-A35B,Model,user_published_model;model_defined_for;model_cites_paper,ok
cyankiwi/Qwen3-4B-Thinking-2507-AWQ-8bit,Model,user_published_model;model_defined_for;model_cites_paper,ok
nhatkarit000/my-finetune-nhatkarit-with-SP-SU25-data-v2,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper;model_cites_paper,ok
disham993/electrical-classification-ModernBERT-base,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
Userb1az/CodeLlama-34b-Instruct-hf-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
sylvester-francis/typescript-slm-1.5b,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
OvertureMMXXI/MHRC-Qwen2.5-Coder-7b-base,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
cgus/NinjaMouse-3B-40L-danube-exl2,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on,ok
Orion-zhen/Qwen2.5-Coder-7B-Instruct-AWQ,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper,ok
DeepXR/Helion-V2,Model,created_user_node;user_published_model;model_defined_for,ok
StageMind/qwen3-30b-a3b,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
shkbd/sheikh-bangla-coder-350m,Model,created_user_node;user_published_model,ok
Locutusque/Hercules-3.1-Mistral-7B,Model,user_published_model;model_defined_for;model_trained_on,ok
RichardErkhov/M4-ai_-_tau-0.5B-instruct-DPOP-gguf,Model,user_published_model,ok
LsTam/Mistral-7B-Instruct-v0.1-8bit,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.1,Model,user_published_model;model_defined_for,ok
monsterapi/mistral_7b_HalfEpoch_DolphinCoder,Model,user_published_model;model_trained_on,ok
mradermacher/Qwen3-Instruct-6B-Brainstorm20x-GGUF,Model,user_published_model,ok
recursechat/phi-4-gguf,Model,created_user_node;user_published_model;model_defined_for,ok
nvidia/Nemotron-4-340B-Instruct,Model,user_published_model;model_cites_paper,ok
rushyrush/MiniMax-M2.1-REAP-139B-A10B-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
unsloth/Apriel-1.5-15b-Thinker-GGUF,Model,user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
RichardErkhov/deepseek-ai_-_deepseek-coder-1.3b-instruct-gguf,Model,user_published_model,ok
mradermacher/Qwen3-Almost-Human-X1-6B-e32-i1-GGUF,Model,user_published_model;model_trained_on,ok
GhertilAbdelmalek10/Llama-3.1-Scan-Expert,Model,created_user_node;user_published_model;model_defined_for,ok
shailja/fine-tuned-codegen-6B-Verilog,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
surogate/Qwen3-1.7B,Model,user_published_model;model_defined_for;model_cites_paper,ok
k-l-lambda/qwen3-30b-a3b-r2e-gym-sft,Model,created_user_node;user_published_model;model_trained_on,ok
Qwen/Qwen2.5-Coder-14B-Instruct-GPTQ-Int4,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
Collab-uniba/nlbse-multi-class-setfit,Model,user_published_model;model_defined_for;model_cites_paper,ok
Mungert/VibeThinker-1.5B-GGUF,Model,user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
ValiantLabs/Qwen3-4B-Thinking-2507-Esper3.1,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on,ok
BeboBob/Qwen3-Zero-Coder-Reasoning-V2-0.8B-openvino,Model,created_user_node;user_published_model;model_defined_for,ok
zianglih/Qwen3-30B-A3B-MXFP8,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
claudios/GPT-C,Model,user_published_model;model_defined_for,ok
sartajbhuvaji/facebook-opt-350m-chat,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_cites_paper;model_cites_paper,ok
mrSoul7766/gemma-2b-it-python-code-gen-adapter,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
elsiddik/pentest-vulnerability-detector,Model,created_user_node;user_published_model;model_defined_for,ok
fyp-buglens/VideoGameReviews-InvalidEventOccuranceOvertime-BERT,Model,user_published_model,ok
flax-community/gpt-neo-1.3B-apps-all,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
jockey1011/DeepQwen-3B-Uncensored-GGUF,Model,created_user_node;user_published_model,ok
D1rtyB1rd/Looking-Glass-Alice-Thinking-NSFW-RP,Model,user_published_model;created_dataset_stub;model_trained_on,ok
FriendliAI/c4ai-command-r-plus-fp8,Model,user_published_model;model_defined_for,ok
bartowski/starcoder2-15b-instruct-v0.1-GGUF,Model,user_published_model;model_defined_for;model_trained_on,ok
openbmb/Eurus-70b-nca,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_cites_paper;model_cites_paper,ok
Qwen/Qwen2.5-Coder-32B-Instruct-GGUF,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
chaitnya26/Qwen3-Coder-480B-A35B-Instruct-fork,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
Yagaoo/Qwen3-1.7B,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
braindao/iq-code-evmind-v2-llama3-code-8b-instruct,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
replit/replit-code-v1-3b,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
duyntnet/Qwen2.5-Coder-3B-imatrix-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
prem-research/prem-1B-SQL,Model,created_user_node;user_published_model;model_defined_for,ok
LoganResearch/ARC-Base-8B,Model,created_user_node;user_published_model;model_defined_for,ok
microsoft/unixcoder-base,Model,user_published_model;model_defined_for;model_cites_paper,ok
TroglodyteDerivations/GPT_OSS_120B_,Model,created_user_node;user_published_model,ok
RichardErkhov/stabilityai_-_stablecode-completion-alpha-3b-4k-gguf,Model,user_published_model;model_cites_paper;model_cites_paper,ok
maddes8cht/syzymon-long_llama_3b_instruct-gguf,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;created_paper_stub;model_cites_paper;model_cites_paper,ok
unsloth/Qwen2.5-Coder-0.5B-bnb-4bit,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
